MS SubClass,Lot Frontage,Lot Area,Condition 1,Condition 2,House Style,Overall Qual,Roof Style,Mas Vnr Type,Mas Vnr Area,Exter Cond,Exter Cond,Bsmt Exposure,Bsmt Exposure,BsmtFin SF 2,Heating,Heating QC,Heating QC,Low Qual Fin SF,Full Bath,Full Bath,Bedroom AbvGr,Kitchen AbvGr,Functional,Garage Cars,Enclosed Porch,Screen Porch,Misc Val,Yr Sold,Sale Condition,SalePrice
20,63.0,7500,Norm,Norm,1Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,0.0,0,0,0,2007,Normal,147000
20,70.0,10500,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,180.0,GasA,Gd,Gd,0,1,1,2,1,Typ,2.0,0,0,0,2009,Abnorml,97000
60,98.0,12256,Norm,Norm,2Story,8,Gable,BrkFace,362.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,325000
60,57.0,8094,Norm,Norm,2.5Unf,6,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,Gd,Gd,0,2,2,5,1,Typ,1.0,180,0,1000,2008,Normal,160000
20,75.0,7500,Feedr,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Fa,Fa,0,1,1,3,1,Typ,1.0,220,0,0,2010,Normal,133000
160,30.0,3215,Norm,Norm,2Story,7,Gable,BrkFace,120.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2010,Normal,155000
50,50.0,8405,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,,,0.0,Wall,TA,TA,0,2,2,4,1,Mod,1.0,185,0,0,2009,Normal,98000
20,60.0,7200,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,0,0,0,2009,Normal,123000
60,79.0,9085,Norm,Norm,2Story,7,Gable,BrkFace,286.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,209,0,0,2009,Normal,260000
60,86.0,14598,Feedr,Norm,2Story,6,Gable,Stone,74.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,0,0,2008,Normal,214000
20,78.0,10140,RRAn,Norm,1Story,7,Hip,None,0.0,TA,TA,No,No,1127.0,GasA,Ex,Ex,0,2,2,3,1,Maj1,2.0,0,0,0,2009,Normal,213250
50,52.0,5720,Artery,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2009,Abnorml,66500
20,88.0,10738,Norm,Norm,1Story,6,Hip,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,400,2007,Normal,158500
60,60.0,7500,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,189000
160,41.0,2665,Norm,Norm,2Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,4,1,Typ,1.0,0,0,0,2008,Normal,129500
20,,57200,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Av,Av,334.0,GasA,TA,TA,0,1,1,3,1,Min1,2.0,50,0,0,2010,Normal,160000
20,78.0,10140,Norm,Norm,1Story,6,Hip,BrkFace,196.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,167900
60,70.0,8750,Norm,Norm,2Story,7,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,2.0,0,0,0,2008,Normal,210000
120,35.0,3907,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,Gd,Gd,0,1,1,1,1,Typ,2.0,0,0,0,2007,Normal,200000
160,21.0,1890,Norm,Norm,2Story,6,Gable,BrkFace,380.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2006,Normal,116000
20,65.0,9750,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2008,Normal,155000
60,91.0,10010,Norm,Norm,2Story,7,Hip,BrkFace,320.0,TA,TA,Av,Av,852.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,0,0,2008,Normal,287500
20,63.0,9457,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Min2,2.0,0,0,0,2007,Normal,155000
60,80.0,10400,Norm,Norm,2Story,7,Gable,BrkFace,280.0,TA,TA,Mn,Mn,0.0,GasA,TA,TA,0,2,2,3,1,Min1,2.0,0,0,0,2008,Normal,185000
50,60.0,9600,Norm,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2006,Normal,156500
20,74.0,12395,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2008,Normal,137500
60,313.0,63887,Feedr,Norm,2Story,10,Hip,Stone,796.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Partial,160000
190,63.0,7627,Artery,Norm,2Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,4,2,Typ,0.0,148,0,0,2009,Normal,94550
50,78.0,10496,Artery,Norm,1.5Fin,6,Gable,BrkFace,320.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,1.0,0,0,0,2007,Normal,143000
20,,11332,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2008,Normal,153000
20,,10825,Norm,Norm,1Story,7,Gable,BrkFace,174.0,TA,TA,Mn,Mn,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,181900
160,24.0,1782,Norm,Norm,2Story,6,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,2.0,0,0,0,2007,Normal,123900
20,72.0,10665,Norm,Norm,1Story,7,Gable,BrkFace,167.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,226000
190,70.0,7000,Norm,Norm,2Story,5,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,TA,TA,0,1,1,3,1,Typ,0.0,148,0,0,2008,Normal,107500
20,70.0,7931,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2009,Normal,132500
60,85.0,11475,RRAn,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,179900
20,80.0,10800,Norm,Norm,1Story,6,Gable,BrkFace,203.0,TA,TA,No,No,264.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2007,Normal,127000
60,90.0,10800,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,182.0,GasA,TA,TA,0,2,2,4,1,Typ,2.0,0,0,0,2008,Normal,240000
60,101.0,14215,Norm,Norm,2Story,8,Gable,BrkFace,380.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,3,3,4,1,Typ,3.0,0,0,0,2006,Partial,325300
50,52.0,6292,Norm,Norm,1.5Fin,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,1.0,0,0,0,2009,Normal,145000
90,78.0,7060,Norm,Norm,SFoyer,7,Gable,BrkFace,200.0,Gd,Gd,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,2,2,Typ,4.0,0,0,0,2008,Alloca,206300
45,40.0,5680,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,1.0,77,0,0,2007,AdjLand,113000
20,65.0,10237,RRAn,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Partial,169990
20,70.0,7535,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,279.0,GasA,Fa,Fa,0,1,1,2,1,Typ,1.0,0,0,480,2007,Normal,120000
20,78.0,10180,Feedr,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,450,2008,Normal,139000
120,41.0,5395,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,2,1,Typ,2.0,70,0,0,2008,Normal,180000
20,62.0,7311,Norm,Norm,1Story,2,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,TA,TA,0,1,1,1,1,Typ,1.0,120,0,0,2008,Abnorml,46500
60,72.0,8229,Norm,Norm,2Story,6,Gable,Stone,22.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Partial,166000
20,52.0,8516,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2008,Normal,115500
20,,9503,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,374.0,GasA,TA,TA,0,1,1,2,1,Min1,1.0,0,0,0,2007,Normal,144000
60,59.0,11228,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,531.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2008,Normal,228000
60,59.0,7837,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,178000
20,,11875,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,166500
60,69.0,7590,PosN,Norm,2Story,5,Gable,BrkFace,288.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,4,1,Typ,1.0,0,0,0,2007,Normal,169500
20,61.0,7328,Norm,Norm,1Story,7,Gable,BrkFace,140.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2009,Partial,224243
60,65.0,8125,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,174000
50,56.0,10134,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,0.0,244,0,0,2009,Normal,103000
20,80.0,9600,Norm,Norm,1Story,5,Gable,Stone,144.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2006,Normal,135000
30,60.0,6060,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,42,0,0,2007,Normal,124900
20,70.0,11767,Norm,Norm,1Story,5,Hip,BrkFace,259.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Min1,1.0,0,0,0,2009,Normal,103500
50,58.0,8155,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,4,1,Typ,0.0,96,0,0,2008,Normal,119000
50,57.0,8094,Norm,Norm,1.5Fin,4,Gable,None,0.0,Fa,Fa,No,No,0.0,GasA,Ex,Ex,0,1,1,4,1,Typ,2.0,364,0,0,2010,Normal,149500
60,44.0,9548,Norm,Norm,2Story,7,Gable,BrkFace,223.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,237000
90,64.0,7018,Feedr,Norm,SFoyer,5,Gable,Stone,275.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,0,0,2,2,Typ,2.0,0,0,0,2009,Alloca,153337
20,136.0,11675,Norm,Norm,1Story,8,Gable,BrkFace,495.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2008,Normal,350000
20,68.0,9450,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2007,Abnorml,110000
60,92.0,10120,Norm,Norm,2Story,8,Hip,BrkFace,391.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,0,0,2006,Normal,290000
50,60.0,10890,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,1.0,0,0,0,2006,Normal,137000
20,80.0,8400,Norm,Norm,1Story,6,Gable,BrkFace,237.0,Gd,Gd,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2008,Abnorml,174000
20,72.0,8640,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Partial,212700
50,60.0,8382,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2010,Normal,108000
60,108.0,13418,Norm,Norm,2Story,9,Hip,BrkFace,270.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,0,0,2008,Abnorml,390000
190,85.0,13600,Norm,Norm,2Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,5,2,Min2,2.0,0,0,0,2007,Normal,90000
30,58.0,8154,Norm,Norm,1Story,2,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,1,1,Typ,1.0,0,0,0,2010,Normal,82000
20,65.0,10739,Norm,Norm,1Story,7,Gable,BrkFace,68.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,203000
60,85.0,10560,Norm,Norm,2Story,7,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,144,0,0,2009,Normal,239900
90,,7939,Feedr,Norm,2Story,7,Hip,BrkFace,23.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,4,4,6,2,Typ,4.0,0,0,0,2009,Normal,269500
80,76.0,9880,Norm,Norm,SLvl,6,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2008,Normal,171000
30,60.0,10914,Artery,Norm,1Story,3,Hip,None,0.0,Fa,Fa,Mn,Mn,0.0,GasA,Fa,Fa,0,1,1,2,1,Typ,2.0,75,112,0,2006,Normal,68000
160,24.0,2160,Norm,Norm,SLvl,7,Gable,BrkFace,216.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,170000
20,75.0,11235,Norm,Norm,1Story,4,Gable,BrkFace,51.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,2.0,0,0,0,2006,Normal,148000
20,,14778,PosN,Norm,1Story,6,Hip,BrkFace,72.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2008,Normal,224000
120,58.0,10110,Norm,Norm,1Story,9,Hip,BrkFace,492.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2008,Partial,336860
20,85.0,10200,Norm,Norm,1Story,5,Gable,BrkFace,104.0,TA,TA,No,No,362.0,GasA,Gd,Gd,0,1,1,3,1,Typ,2.0,0,0,0,2010,Normal,144900
20,107.0,13891,Norm,Norm,1Story,9,Hip,Stone,456.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2007,Partial,479069
20,85.0,11058,Norm,Norm,1Story,7,Gable,Stone,212.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2008,Normal,218836
20,109.0,8724,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,2.0,0,0,0,2007,Normal,129000
20,91.0,10652,Norm,Norm,1Story,7,Gable,Stone,306.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2007,Partial,279500
60,56.0,20431,Norm,Norm,2Story,9,Hip,BrkFace,870.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,0,0,2006,Partial,437154
20,80.0,9600,Norm,Norm,1Story,5,Hip,BrkFace,172.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2010,Normal,142250
60,,8965,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,192000
20,,15870,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Mn,Mn,791.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2006,Abnorml,138800
70,54.0,9399,Norm,Norm,2.5Unf,7,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,TA,TA,0,1,1,4,1,Typ,1.0,212,0,0,2006,Abnorml,167000
60,58.0,17104,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Partial,179665
90,70.0,7728,Norm,Norm,SLvl,5,Hip,BrkFace,120.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2006,Normal,132500
20,,11717,PosA,Norm,1Story,6,Hip,BrkFace,571.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,2,1,Typ,2.0,0,0,0,2009,Normal,185000
60,,18450,Norm,Norm,2Story,6,Flat,BrkCmn,113.0,Gd,Gd,No,No,723.0,GasA,TA,TA,0,2,2,3,1,Sev,2.0,0,0,0,2007,Abnorml,129000
20,,14781,Norm,Norm,1Story,8,Hip,BrkFace,178.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2006,Normal,275000
20,90.0,9900,Feedr,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,260,0,0,2009,Normal,175000
20,80.0,10032,Norm,Norm,1Story,6,Gable,Stone,432.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,160,0,2010,Normal,159500
90,60.0,10800,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,TA,TA,0,3,3,3,1,Typ,0.0,0,0,0,2009,Alloca,179000
20,43.0,3182,Norm,Norm,1Story,7,Gable,BrkFace,16.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2008,Normal,159895
120,60.0,7313,Norm,Norm,1Story,9,Hip,BrkFace,246.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2007,Normal,277500
60,111.0,16259,Norm,Norm,2Story,9,Gable,Stone,370.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,3,3,4,1,Typ,3.0,0,0,0,2006,Partial,342643
160,24.0,2280,Norm,Norm,2Story,6,Gable,Stone,216.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,172900
20,88.0,7990,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2008,Normal,110000
20,57.0,6420,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Mn,Mn,551.0,GasA,Fa,Fa,0,1,1,2,1,Typ,1.0,0,0,0,2006,Normal,123500
20,39.0,15410,RRNe,Norm,1Story,6,Hip,BrkCmn,250.0,Gd,Gd,Gd,Gd,859.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,186,0,0,2010,Abnorml,169000
20,80.0,13384,Norm,Norm,1Story,5,Gable,BrkFace,194.0,TA,TA,Av,Av,344.0,GasA,Fa,Fa,0,1,1,3,1,Typ,1.0,0,0,0,2006,Normal,140000
20,90.0,17217,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,0.0,0,0,0,2006,Abnorml,84500
60,68.0,9543,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,190550
20,67.0,16285,Norm,Norm,1Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,187100
60,,13774,Norm,Norm,2Story,7,Hip,BrkFace,283.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,1,1,4,1,Typ,2.0,0,156,0,2009,Normal,230000
50,60.0,8064,Artery,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,174.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2010,Normal,132000
190,41.0,5852,Feedr,Norm,2.5Unf,7,Gable,Stone,188.0,Fa,Fa,No,No,0.0,GasA,TA,TA,0,2,2,6,1,Typ,0.0,102,0,0,2009,Normal,97500
120,48.0,5911,Norm,Norm,1Story,9,Hip,BrkFace,278.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2006,Normal,282500
20,91.0,11830,Feedr,Norm,1Story,8,Gable,BrkFace,164.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2007,Partial,260261
180,35.0,3675,Norm,Norm,SFoyer,6,Gable,BrkFace,82.0,TA,TA,Gd,Gd,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,2.0,0,0,0,2006,Partial,142500
20,73.0,16133,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,112,0,2006,Abnorml,119900
60,,11250,Norm,Norm,2Story,8,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,2.0,0,0,0,2008,Normal,255900
120,,4438,Norm,Norm,1Story,6,Gable,BrkFace,169.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,1,1,1,1,Typ,2.0,0,0,0,2008,Normal,144500
60,85.0,13600,Norm,Norm,2Story,7,Gable,BrkFace,176.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,189,0,2009,Normal,205000
60,80.0,10000,Norm,Norm,2Story,8,Gable,BrkFace,438.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,240000
90,60.0,10890,Norm,Norm,2Story,5,Hip,None,0.0,TA,TA,Mn,Mn,0.0,Grav,Fa,Fa,0,2,2,6,2,Min2,0.0,240,0,1512,2007,AdjLand,150000
60,,11050,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2008,Normal,213000
20,90.0,12378,Norm,Norm,1Story,9,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2006,Normal,360000
20,70.0,9100,Norm,Norm,1Story,5,Hip,BrkCmn,69.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2007,Normal,120000
50,70.0,6300,Norm,Norm,1.5Fin,5,Gable,BrkFace,88.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,55,0,0,2009,Abnorml,160000
60,,16698,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,233500
20,,14694,Norm,Norm,1Story,8,Gable,BrkFace,450.0,Ex,Ex,Gd,Gd,136.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2009,Normal,318750
160,24.0,2522,Norm,Norm,2Story,7,Gable,Stone,50.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Maj1,2.0,0,0,0,2006,Normal,137500
30,45.0,8248,Norm,Norm,1Story,3,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,0.0,100,0,0,2008,Normal,67000
30,60.0,10410,Norm,Norm,1Story,3,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,161,0,0,2006,Normal,99800
60,95.0,11787,Norm,Norm,2Story,7,Gable,BrkFace,594.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2007,Normal,315750
30,153.0,4118,Feedr,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,Grav,Fa,Fa,0,1,1,2,1,Typ,0.0,0,0,0,2006,Normal,52500
20,71.0,9187,Norm,Norm,1Story,6,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,158,0,0,2007,Normal,134000
20,76.0,11355,Norm,Norm,1Story,7,Gable,BrkFace,125.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,144,0,6500,2008,Normal,186000
20,75.0,9000,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Min1,1.0,0,0,0,2006,Family,118000
90,,7976,Feedr,Norm,2Story,7,Hip,BrkFace,23.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,4,4,6,2,Typ,4.0,0,0,0,2009,Normal,269500
20,,11241,Norm,Norm,1Story,6,Gable,BrkFace,180.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,2.0,0,0,700,2010,Normal,149000
20,200.0,43500,Artery,Norm,1Story,3,Gable,None,0.0,TA,TA,,,0.0,GasA,Ex,Ex,0,1,1,2,1,Min1,4.0,0,0,0,2007,Normal,130000
60,85.0,11924,Norm,Norm,2Story,9,Hip,Stone,286.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,3,3,4,1,Typ,3.0,0,0,0,2006,Partial,345000
50,50.0,6060,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,140,0,0,2007,Normal,100000
60,,18275,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,TA,TA,0,3,3,3,1,Typ,2.0,0,0,0,2006,Normal,277500
